Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
1614,2010 FIFA World Cup South Africa,PS3,2010,Sports,Electronic Arts,3.796027196,4.553712897,2.340739963,3.485872267,14.17635232
2426,2010 FIFA World Cup South Africa,X360,2010,Sports,Electronic Arts,3.860565717,4.15602993,1.087976995,2.592054391,11.69662703
4113,2010 FIFA World Cup South Africa,PSP,2010,Sports,Electronic Arts,2.592054391,3.572883644,1.493442103,2.879736464,10.5381166
4525,2010 FIFA World Cup South Africa,Wii,2010,Sports,Electronic Arts,3.53032403,3.102880015,0.394829814,1.781124175,8.809158034
2903,2014 FIFA World Cup Brazil,PS3,2014,Sports,Electronic Arts,3.102880015,4.05839146,0.394829814,3.167418536,10.72351983
4170,2014 FIFA World Cup Brazil,X360,2014,Sports,Electronic Arts,3.033887144,3.727034324,2.445074815,1.781124175,10.8579962
5861,24: The Game,PS2,2006,Adventure,Sony Computer Entertainment,3.102880015,2.879736464,3.473721376,1.781124175,11.24012226
4578,25 to Life,PS2,2006,Shooter,Eidos Interactive,3.950177876,0.394829814,3.001045337,2.186589283,9.914699226
8431,25 to Life,XB,2006,Shooter,Eidos Interactive,2.879736464,1.781124175,1.108397046,0.394829814,6.087873214
1384,2Xtreme,PS,1996,Sports,Sony Computer Entertainment,5.139761942,3.390562088,2.024280884,2.004267726,12.27945817
11435,"3 in 1: Solitaire, Mahjong & Tangram",DS,2010,Misc,Deep Silver,2.648961766,2.340739963,2.819665292,0.394829814,8.156166595
4712,300: March to Glory,PSP,2007,Action,Warner Bros. Interactive Entertainment,3.69066668,2.474271356,4.218236666,2.186589283,12.26599083
14219,3D Baseball,PS,1996,Sports,BMG Interactive Entertainment,1.087976995,0.394829814,1.175670403,0.394829814,3.509167809
3533,3D Dot Game Heroes,PS3,2009,Role-Playing,SouthPeak Games,3.978348752,2.879736464,1.493442103,2.340739963,10.69226728
12587,3D Lemmings,PS,1995,Puzzle,Psygnosis,1.493442103,1.087976995,3.018116879,0.394829814,6.080344344
10597,3D Tank Warfare Simulator Panzer Front,PS,1999,Simulation,Avalon Interactive,2.186589283,1.781124175,3.012586212,0.394829814,7.494364595
14779,3DS Classic Collection,3DS,2016,Misc,Sega,1.087976995,1.246108387,3.333187933,0.394829814,6.124094873
7132,3rd Super Robot Wars Z Jigoku Hen,PS3,2014,Role-Playing,Namco Bandai Games,0.668169546,1.436738751,3.53032403,0.602773968,5.659361006
7916,3rd Super Robot Wars Z Jigoku Hen,PSV,2014,Role-Playing,Namco Bandai Games,1.960983394,1.053319636,3.339268793,0.394829814,7.132372651
7942,3rd Super Robot Wars Z: Tengoku-Hen,PSV,2015,Action,Namco Bandai Games,1.960983394,1.053319636,3.339268793,0.394829814,7.132372651
8848,3rd Super Robot Wars Z: Tengoku-Hen,PS3,2015,Action,Namco Bandai Games,1.354020486,1.097264128,3.102880015,0.394829814,6.130003338
2307,3Xtreme,PS,1999,Action,989 Studios,4.306852819,3.921190339,3.883608869,2.186589283,14.44515281
12825,4 Elements,PC,2009,Puzzle,Mastertronic,2.474271356,1.781124175,1.802717223,0.394829814,6.40867196
9852,4 Game Fun Pack: Monopoly / Boggle / Yahtzee / Battleship,DS,2005,Misc,Atari,2.792725087,1.40555312,2.654453539,0.394829814,7.323308749
1326,4 Nin uchi Mahjong,NES,1984,Misc,Nintendo,2.831401922,1.330475164,5.371563556,0.472253834,9.50153288
5804,40 Winks,PS,1999,Platform,GT Interactive,3.228043158,2.879736464,2.688080367,1.087976995,10.06838581
9610,428: Fuusa Sareta Shibuya de,Wii,2008,Adventure,Sega,1.123291024,0.970141974,2.959779171,0.394829814,5.666505858
13561,428: Fuusa Sareta Shibuya de,PSP,2009,Adventure,Spike,1.493442103,0.394829814,1.781124175,0.394829814,4.085703537
15145,428: Fuusa Sareta Shibuya de,PS3,2009,Adventure,Spike,1.087976995,0.592444516,1.087976995,0.394829814,3.509167809
6903,4x4 EVO 2,XB,2001,Racing,Gathering of Developers,3.285201572,2.004267726,2.121151661,0.394829814,7.887834121
9238,4x4 EVO 2,GC,2002,Racing,Vivendi Games,2.792725087,1.493442103,4.618261715,0.647250905,8.951381562
5681,4x4 Evolution,PS2,2001,Racing,Gathering of Developers,3.167418536,2.879736464,3.81672747,1.781124175,11.74066694
7362,50 Cent: Blood on the Sand,X360,2009,Shooter,THQ,2.879736464,2.340739963,1.402418252,1.087976995,7.732666366
7802,50 Cent: Blood on the Sand,PS3,2009,Shooter,THQ,2.697414907,2.186589283,0.394829814,1.493442103,6.772276107
981,50 Cent: Bulletproof,PS2,2005,Action,Vivendi Games,4.837481071,4.725563154,0.464676977,3.167418536,13.15500979
4438,50 Cent: Bulletproof,XB,2005,Action,Vivendi Games,3.891337375,2.697414907,3.575710162,1.087976995,11.12152997
11195,50 Cent: Bulletproof,PSP,2006,Action,Vivendi Games,2.474271356,1.473283477,3.07044578,0.394829814,7.419877015
3647,50 Classic Games,DS,2009,Misc,Destineer,4.346073533,1.744100467,1.828504423,1.781124175,9.460254147
15681,50 Classic Games,3DS,2012,Misc,Avanquest Software,2.437787146,1.087976995,2.088055699,0.579102732,5.961886843
7148,64 de Hakken! Tamagotchi Minna de Tamagotchi World,N64,1997,Misc,Namco Bandai Games,1.335459195,1.022195768,3.485872267,0.984004918,7.114414164
9880,7 Days to Die,PS4,2016,Action,Telltale Games,1.493442103,2.340739963,2.409412066,1.087976995,7.391587179
13652,7 Days to Die,XOne,2016,Action,Telltale Games,1.087976995,1.087976995,2.870444162,0.394829814,5.551478351
15577,7 Roses: A Darkness Rises,PC,2015,Misc,Avanquest Software,2.437787146,1.087976995,2.088055699,0.579102732,5.961886843
5657,7 Wonders II,DS,2009,Puzzle,Rondomedia,3.033887144,3.102880015,1.225466622,1.493442103,8.722327677
9544,7 Wonders of the Ancient World,DS,2007,Puzzle,Funsta,2.697414907,0.394829814,2.974359234,0.394829814,6.464040995
11561,7 Wonders of the Ancient World,PSP,2007,Puzzle,Mumbo Jumbo,2.340739963,1.525543463,3.103825243,0.394829814,7.372592217
12857,7 Wonders: Treasures of Seven,DS,2011,Puzzle,Avanquest,1.087976995,1.493442103,2.823600238,0.394829814,5.808271581
9278,7th Dragon,DS,2009,Role-Playing,Sega,2.076954756,1.493442103,3.033887144,0.394829814,7.03416282
7583,7th Dragon 2020,PSP,2011,Role-Playing,Sega,2.331543252,1.087976995,3.390562088,0.394829814,7.460431374
9619,7th Dragon 2020-II,PSP,2013,Role-Playing,Sega,1.123291024,0.970141974,2.959779171,0.394829814,5.666505858
8678,7th Dragon III Code: VFD,3DS,2015,Role-Playing,Sega,1.493442103,0.803536511,2.879736464,0.394829814,5.823786975
4756,98 Koshien,PS,1998,Sports,Magical Company,3.102880015,2.697414907,2.879736464,1.493442103,10.17347349
13815,99 no Namida,DS,2008,Adventure,Namco Bandai Games,1.493442103,0.394829814,1.781124175,0.394829814,4.085703537
4543,"999: Nine Hours, Nine Persons, Nine Doors",DS,2009,Adventure,ChunSoft,4.005747727,0.858852775,1.493442103,1.493442103,8.141675298
7181,A Boy and His Blob,Wii,2009,Platform,Majesco Entertainment,3.339268793,1.087976995,3.022627308,1.087976995,8.514405143
530,A Bug's Life,PS,1998,Platform,Sony Computer Entertainment,5.672944473,4.671495933,1.19334438,2.792725087,14.16900562
3205,A Bug's Life,N64,1998,Platform,Activision,4.286650112,2.959779171,3.661351402,0.394829814,11.61577117
1417,A Collection of Activision Classic Games for the Atari 2600,PS,1998,Misc,Activision,4.725563154,4.346073533,1.17201752,2.592054391,12.91591055
5810,A Collection of Classic Games from the Intellivision,PS,1999,Misc,Activision,3.228043158,2.879736464,2.688080367,1.087976995,10.06838581
14078,A Game of Thrones: Genesis,PC,2011,Strategy,Focus Home Interactive,2.186589283,1.493442103,2.895866531,0.394829814,6.951280591
14353,A Good Librarian Like a Good Shepherd: Library Party,PSV,2015,Action,Kaga Create,1.145708914,1.762339201,1.493442103,0.408692758,4.982552036
12387,A llI S.V.: A Ressha de Gyoukou 3 Super Version,SNES,1995,Simulation,Pack-In-Video,1.112304901,1.005977164,2.186589283,0.394829814,4.762732079
12417,A New Beginning,PC,2010,Adventure,Deep Silver,2.815329224,2.004267726,3.650810534,0.394829814,8.862559084
14869,A Ressha de Gyoukou 2001,PS2,2001,Simulation,ArtDink,1.145708914,1.762339201,1.493442103,0.408692758,4.982552036
13864,A Ressha de Ikou DS,DS,2009,Simulation,ArtDink,1.493442103,0.394829814,1.781124175,0.394829814,4.085703537
15827,A Vampyre Story,PC,2008,Adventure,Crimson Cow,1.892811909,0.394829814,2.340739963,0.443350117,5.284352124
10002,A Witch's Tale,DS,2009,Role-Playing,Nippon Ichi Software,2.474271356,1.942560431,1.493442103,0.394829814,6.225909274
11531,A-Train,PS,1995,Simulation,Sony Computer Entertainment,1.087976995,0.394829814,1.781124175,0.394829814,3.658760798
12773,A-Train 6,PS2,2000,Strategy,Midas Interactive Entertainment,1.112304901,1.005977164,2.186589283,0.394829814,4.762732079
12407,A-Train: City Simulator,3DS,2014,Simulation,ArtDink,1.112304901,1.005977164,2.186589283,0.394829814,4.762732079
6643,A. IV Evolution: A Ressha de Ikou 4,PS,1994,Strategy,ArtDink,3.264190621,2.267923728,3.572883644,1.087976995,10.2547271
6560,A.C.E.: Another Century's Episode,PS2,2005,Simulation,Banpresto,1.850291603,1.183725141,3.652926352,0.706746045,7.301000702
8105,A.C.E.: Another Century's Episode 2,PS2,2006,Simulation,Banpresto,1.935251777,0.971069665,3.285201572,0.394829814,6.977851314
6588,A.C.E.: Another Century's Episode 3: The Final,PS2,2007,Simulation,Banpresto,1.850291603,1.183725141,3.652926352,0.706746045,7.301000702
9905,A.C.E.: Another Century's Episode Portable,PSP,2011,Simulation,Namco Bandai Games,1.597925744,0.925676323,2.879736464,0.394829814,5.838466358
6454,A.C.E.: Another Century's Episode R,PS3,2010,Simulation,Namco Bandai Games,1.850291603,1.183725141,3.652926352,0.706746045,7.301000702
16216,Aa Megami-samaa,PS2,2007,Adventure,Marvelous Interactive,1.493442103,0.394829814,0.394829814,0.394829814,3.046998541
2569,ABBA: You Can Dance,Wii,2011,Misc,Ubisoft,3.339268793,4.306852819,0.897837495,2.792725087,11.31411763
15752,Abunai: Koi no Sousa Shitsu,PSV,2015,Action,Asgard,1.087976995,0.592444516,1.087976995,0.394829814,3.509167809
16052,Abunai: Koi no Sousa Shitsu,PSP,2012,Action,Quinrose,1.493442103,0.394829814,0.394829814,0.394829814,3.046998541
6239,AC/DC LIVE: Rock Band Track Pack,Wii,2008,Misc,MTV Games,3.613705639,1.530434838,2.973859668,1.087976995,9.251484295
6823,AC/DC LIVE: Rock Band Track Pack,PS3,2008,Misc,MTV Games,3.439352252,0.394829814,2.515647308,1.087976995,7.516118224
7121,AC/DC LIVE: Rock Band Track Pack,X360,2008,Misc,MTV Games,3.439352252,1.526264961,2.735851779,1.087976995,8.730836981
8705,AC/DC LIVE: Rock Band Track Pack,PS2,2008,Misc,MTV Games,2.474271356,2.186589283,1.250163038,1.087976995,6.829149026
9465,Academy of Champions: Soccer,Wii,2009,Sports,Ubisoft,2.697414907,1.087976995,2.760718411,0.394829814,6.915540361
14300,Accel World: Ginyoku no Kakusei,PS3,2012,Adventure,Namco Bandai Games,1.145708914,1.762339201,1.493442103,0.408692758,4.982552036
14336,Accel World: Ginyoku no Kakusei,PSP,2012,Adventure,Namco Bandai Games,1.145708914,1.762339201,1.493442103,0.408692758,4.982552036
15950,Accel World: Kasoku no Chouten,PS3,2013,Adventure,Namco Bandai Games,1.087976995,0.592444516,1.087976995,0.394829814,3.509167809
16153,Accel World: Kasoku no Chouten,PSP,2013,Adventure,Namco Bandai Games,1.493442103,0.394829814,0.394829814,0.394829814,3.046998541
6392,Ace Attorney 6,3DS,2016,Adventure,Capcom,1.805739506,1.422407513,3.69066668,0.537513901,7.457991875
6502,Ace Attorney Investigations 2,DS,2011,Adventure,Capcom,1.850291603,1.183725141,3.652926352,0.706746045,7.301000702
2716,Ace Attorney Investigations: Miles Edgeworth,DS,2009,Adventure,Capcom,3.69066668,3.102880015,3.796027196,1.781124175,12.37069807
434,Ace Combat 04: Shattered Skies,PS2,2001,Simulation,Sony Computer Entertainment Europe,5.722705983,4.420181505,4.032415974,3.228043158,17.40334662
2341,Ace Combat 2,PS,1997,Simulation,Sony Computer Entertainment,3.167418536,2.792725087,4.420181505,2.186589283,12.56691441
2483,Ace Combat 3: Electrosphere,PS,1999,Simulation,Sony Computer Entertainment,3.485872267,3.102880015,4.083709268,2.004267726,12.67672928
1046,Ace Combat 5: The Unsung War,PS2,2004,Simulation,Sony Computer Entertainment Europe,4.872166628,3.921190339,3.860565717,3.285201572,15.93912426
2038,Ace Combat 6: Fires of Liberation,X360,2007,Simulation,Atari,4.628936319,1.781124175,3.485872267,2.186589283,12.08252204
2090,Ace Combat X: Skies of Deception,PSP,2006,Simulation,Namco Bandai Games,4.005747727,3.828817018,2.879736464,3.339268793,14.05357
3920,Ace Combat Zero: The Belkan War,PS2,2006,Simulation,Namco Bandai Games,3.102880015,2.879736464,3.390562088,1.781124175,11.15430274
2764,Ace Combat: Assault Horizon,PS3,2011,Action,Namco Bandai Games,3.796027196,3.167418536,3.485872267,2.340739963,12.79005796
4021,Ace Combat: Assault Horizon,X360,2011,Action,Namco Bandai Games,3.796027196,2.879736464,1.493442103,1.781124175,9.950329937
6802,Ace Combat: Assault Horizon Legacy,3DS,2011,Simulation,Namco Bandai Games,2.697414907,2.186589283,2.474271356,0.394829814,7.75310536
6014,Ace Combat: Joint Assault,PSP,2010,Simulation,Namco Bandai Games,2.186589283,2.004267726,3.102880015,1.493442103,8.787179127
15816,Achtung Panzer: Kharkov 1943,PC,2010,Strategy,Mamba Games,1.892811909,0.394829814,2.340739963,0.443350117,5.284352124
16364,Act of Aggression,PC,2015,Strategy,Focus Home Interactive,1.892811909,0.394829814,2.340739963,0.443350117,5.284352124
1784,Action Bass,PS,2000,Action,Take-Two Interactive,4.553712897,4.15602993,3.588602747,2.340739963,14.81783071
3718,Action Force,2600,1982,Action,CPG Products,4.306852819,1.493442103,4.558794201,0.394829814,11.23072604
11078,Action Man-Operation Extreme,PS,,Action,,2.004267726,1.493442103,3.148944742,0.394829814,7.171562365
7903,Active Health with Carol Vorderman,DS,2009,Sports,Nintendo,4.270471341,3.285201572,3.536484953,0.394829814,11.81889357
8798,Active Life Explorer,Wii,2010,Sports,Namco Bandai Games,3.033887144,1.21678745,3.126287552,0.394829814,7.514292714
4091,Active Life: Extreme Challenge,Wii,2009,Sports,Namco Bandai Games,3.102880015,3.69066668,2.379383927,2.186589283,11.52985684
13165,Active Life: Magical Carnival,Wii,2011,Misc,Namco Bandai Games,1.781124175,0.394829814,2.666650104,0.394829814,5.56145784
1200,Active Life: Outdoor Challenge,Wii,2008,Sports,Atari,4.764277666,4.179019448,3.339268793,3.033887144,15.31645305
3969,Activision Anthology,PS2,2002,Misc,Activision,3.613705639,3.339268793,3.179666906,2.186589283,12.24954377
13440,Activision Anthology,GBA,2003,Misc,Activision,1.493442103,0.394829814,1.781124175,0.394829814,4.085703537
12819,Activision Hits: Remixed,PSP,2006,Misc,Activision,2.004267726,1.038935532,1.094908467,0.394829814,4.693402065
9658,Actua Tennis,PS,1997,Sports,Gremlin Interactive Ltd,2.340739963,2.004267726,1.499195744,0.394829814,6.221222141
13911,Adidas Power Soccer,PS,1996,Sports,Psygnosis,1.087976995,0.394829814,1.175670403,0.394829814,3.509167809
15476,Adidas Power Soccer 98,PS,1998,Sports,Psygnosis,0.394829814,0.394829814,2.20747993,0.422555701,3.66346124
9023,Adrenalin Misfits,X360,2010,Racing,Konami Digital Entertainment,2.879736464,1.087976995,2.902690741,0.394829814,7.183717289
13549,Advance Guardian Heroes,GBA,2004,Role-Playing,Ubisoft,1.493442103,0.394829814,1.781124175,0.394829814,4.085703537
2925,Advance Wars,GBA,2001,Strategy,Nintendo,4.306852819,3.339268793,3.463199538,0.394829814,12.02089845
3115,Advance Wars 2: Black Hole Rising,GBA,2003,Strategy,Nintendo,4.244977416,3.228043158,3.481499989,0.394829814,11.76006984
3219,Advance Wars: Days of Ruin,DS,,Strategy,Nintendo,4.179019448,2.959779171,3.739265961,2.186589283,12.7047533
4806,Advance Wars: Dual Strike,DS,2005,Strategy,Nintendo,3.796027196,1.493442103,1.781124175,1.493442103,8.564035576
9586,Advent Rising,XB,2005,Action,THQ,2.697414907,1.493442103,2.311836886,0.555567006,6.891228046
1515,Adventure,2600,,Adventure,Atari,5.19062036,2.474271356,4.964655771,0.394829814,13.8150705
1973,Adventure Island,NES,1986,Platform,Hudson Soft,2.725961282,1.256189389,5.048790164,0.451459419,9.141010221
9010,Adventure Time: Explore the Dungeon Because I Don't Know!,3DS,2013,Action,D3Publisher,2.697414907,1.493442103,1.23631138,0.394829814,5.534223622
11425,Adventure Time: Explore the Dungeon Because I Don't Know!,X360,2013,Action,D3Publisher,1.493442103,1.781124175,2.680314134,0.394829814,6.536879571
13211,Adventure Time: Explore the Dungeon Because I Don't Know!,PS3,2013,Action,D3Publisher,1.087976995,1.087976995,2.870444162,0.394829814,5.551478351
14105,Adventure Time: Explore the Dungeon Because I Don't Know!,WiiU,2013,Action,D3Publisher,1.087976995,0.394829814,1.175670403,0.394829814,3.509167809
10435,Adventure Time: Finn & Jake Investigations,PS3,2015,Action,Little Orbit,1.087976995,2.340739963,1.268634545,1.087976995,5.685570782
10884,Adventure Time: Finn & Jake Investigations,X360,2015,Action,Little Orbit,1.087976995,2.186589283,1.268362969,0.394829814,4.774714102
11185,Adventure Time: Finn & Jake Investigations,PS4,2015,Action,Little Orbit,1.493442103,1.781124175,2.680314134,0.394829814,6.536879571
11780,Adventure Time: Finn & Jake Investigations,3DS,2015,Action,Little Orbit,1.087976995,2.004267726,1.831396876,0.394829814,5.188713497
12885,Adventure Time: Finn & Jake Investigations,WiiU,2015,Action,Little Orbit,1.493442103,1.087976995,3.018116879,0.394829814,6.080344344
13126,Adventure Time: Finn & Jake Investigations,XOne,2015,Action,Little Orbit,1.087976995,1.087976995,2.870444162,0.394829814,5.551478351
15911,Adventure Time: The Secret of the Nameless,3DS,2014,Adventure,Little Orbit,0.394829814,1.030390733,0.486116778,0.401761286,2.712912536
16204,Adventure Time: The Secret of the Nameless,X360,2014,Adventure,Little Orbit,0.394829814,1.030390733,0.486116778,0.401761286,2.712912536
11205,Adventure Time: The Secret of the Nameless Kingdom,X360,2014,Action,Little Orbit,3.390562088,2.474271356,3.162948926,0.394829814,9.619409492
11432,Adventure Time: The Secret of the Nameless Kingdom,3DS,2014,Action,Little Orbit,3.873984644,2.340739963,4.109450865,1.007290504,11.47575284
12638,Adventures of Lolo,NES,1989,Puzzle,HAL Laboratory,2.186589283,0.929209814,2.044206162,0.595842497,5.790349228
